DEPTH,GR_1,KTH_1,URAN_1,AC_1,DEN_1
3716.25,162.537,97.465,11.206,69.621,2.658
3716.375,162.16,97.839,10.794,69.591,2.655
3716.5,164.372,98.539,10.438,69.665,2.643
3716.625,167.615,100.388,10.034,69.79,2.624
3716.75,170.621,103.962,9.537,69.945,2.602
3716.875,172.785,109.583,8.885,70.162,2.587
3717,174.038,116.278,8.115,70.523,2.581
3717.125,174.148,122.237,7.364,71.095,2.586
3717.25,172.979,125.923,6.766,71.879,2.6
3717.375,170.933,126.833,6.459,72.799,2.618
3717.5,169.06,125.275,6.54,73.753,2.633
3717.625,168.308,121.927,7.09,74.675,2.638
3717.75,168.578,117.392,8.034,75.54,2.633
3717.875,168.978,111.98,9.214,76.321,2.623
3718,168.524,105.861,10.39,76.969,2.613
3718.125,167.272,99.557,11.375,77.441,2.611
3718.25,166.019,93.918,12.041,77.724,2.616
3718.375,165.389,89.892,12.35,77.833,2.627
3718.5,165.293,88.381,12.258,77.791,2.641
3718.625,165.017,89.694,11.757,77.617,2.654
3718.75,164.227,93.558,10.865,77.339,2.665
3718.875,163.515,99.076,9.729,76.988,2.672
3719,163.899,105.629,8.507,76.592,2.676
3719.125,165.613,113.063,7.33,76.173,2.678
3719.25,167.961,120.388,6.364,75.763,2.679
3719.375,169.47,125.828,5.733,75.407,2.681
3719.5,169.13,127.79,5.526,75.147,2.681
3719.625,166.348,125.572,5.816,75.01,2.679
3719.75,162.09,120.503,6.503,75.006,2.676
3719.875,158.253,114.559,7.401,75.137,2.673
3720,156.945,108.882,8.398,75.396,2.674
3720.125,158.448,104.059,9.451,75.763,2.676
3720.25,161.587,100.601,10.475,76.217,2.676
3720.375,165.171,98.63,11.427,76.752,2.673
3720.5,169.022,98.255,12.217,77.359,2.669
3720.625,173.227,99.237,12.752,77.995,2.663
3720.75,177.186,100.755,13.074,78.588,2.655
3720.875,179.761,102.097,13.254,79.069,2.644
3721,180.264,102.946,13.304,79.409,2.634
3721.125,179.117,103.597,13.198,79.616,2.627
3721.25,177.134,104.522,12.903,79.705,2.626
3721.375,175.7,106.229,12.392,79.679,2.63
3721.5,176.012,109.066,11.711,79.525,2.636
3721.625,178.275,112.748,10.98,79.213,2.64
3721.75,181.224,116.891,10.304,78.705,2.642
3721.875,183.043,120.655,9.78,77.964,2.645
3722,182.242,122.876,9.502,77.012,2.651
3722.125,178.918,122.062,9.546,75.943,2.66
3722.25,174.651,117.279,9.945,74.898,2.666
3722.375,170.926,109.528,10.585,73.993,2.668
3722.5,168.279,101.147,11.237,73.288,2.666
3722.625,166.43,94.289,11.72,72.785,2.663
3722.75,164.521,89.98,11.972,72.482,2.661
3722.875,162.272,87.716,12.061,72.378,2.658
3723,159.929,86.628,12.065,72.468,2.654
3723.125,157.484,86.218,12.01,72.724,2.649
3723.25,154.711,85.876,11.923,73.083,2.645
3723.375,151.733,85.498,11.818,73.453,2.642
3723.5,148.69,85.076,11.684,73.739,2.639
3723.625,145.983,84.674,11.508,73.872,2.636
3723.75,144.105,84.345,11.289,73.833,2.633
3723.875,143.411,84.219,11.007,73.65,2.63
3724,143.924,84.408,10.674,73.39,2.63
3724.125,145.374,85.017,10.288,73.131,2.637
3724.25,146.833,85.983,9.83,72.948,2.648
3724.375,147.634,87.109,9.345,72.885,2.663
3724.5,147.678,88.359,8.901,72.932,2.678
3724.625,147.589,90.053,8.554,73.016,2.689
3724.75,147.904,92.303,8.347,73.024,2.694
3724.875,148.762,95.067,8.244,72.844,2.696
3725,149.414,97.65,8.187,72.383,2.696
3725.125,147.675,99.07,8.131,71.561,2.696
3725.25,140.466,97.899,7.962,70.31,2.698
3725.375,127.544,92.557,7.586,68.634,2.701
3725.5,111.026,83.286,7.054,66.689,2.702
3725.625,96.004,72.143,6.535,64.768,2.7
3725.75,87.089,62.444,6.195,63.199,2.698
3725.875,86.947,57.522,6.147,62.219,2.698
3726,95.325,58.851,6.43,61.931,2.699
3726.125,109.229,64.964,6.967,62.312,2.697
3726.25,123.616,73.788,7.631,63.224,2.688
3726.375,134.899,82.113,8.237,64.431,2.673
3726.5,141.599,88.046,8.648,65.679,2.657
3726.625,145.208,91.302,8.869,66.779,2.644
3726.75,147.498,92.62,8.987,67.647,2.636
3726.875,148.966,92.815,9.029,68.262,2.633
3727,149.815,93.377,9.008,68.629,2.635
3727.125,149.934,94.728,8.929,68.778,2.643
3727.25,149.818,96.924,8.804,68.778,2.654
3727.375,150.073,99.451,8.669,68.718,2.665
3727.5,150.622,101.604,8.551,68.675,2.67
3727.625,150.811,103.029,8.453,68.683,2.668
3727.75,150.155,103.839,8.35,68.748,2.663
3727.875,148.862,104.157,8.235,68.855,2.66
3728,147.494,104.163,8.089,68.976,2.661
3728.125,146.563,103.872,7.904,69.075,2.663
3728.25,146.316,103.382,7.699,69.113,2.662
3728.375,146.751,103.014,7.503,69.069,2.659
3728.5,147.693,103.278,7.349,68.941,2.653
3728.625,149.212,104.417,7.246,68.745,2.65
3728.75,151.596,106.227,7.165,68.507,2.65
3728.875,154.778,107.991,7.087,68.253,2.65
3729,158.038,108.907,7.018,68.01,2.649
3729.125,160.271,108.715,6.982,67.801,2.648
3729.25,160.863,107.833,7.007,67.643,2.648
3729.375,160.147,106.645,7.123,67.534,2.651
3729.5,158.963,105.188,7.349,67.458,2.654
3729.625,157.812,103.287,7.662,67.4,2.656
3729.75,156.536,100.556,8.041,67.352,2.653
3729.875,154.651,97.108,8.451,67.319,2.648
3730,151.592,93.645,8.827,67.316,2.643
3730.125,147.677,91.024,9.099,67.373,2.641
3730.25,144.14,89.852,9.213,67.519,2.643
3730.375,142.371,90.206,9.165,67.761,2.648
3730.5,142.495,91.743,8.995,68.073,2.654
3730.625,143.683,94.024,8.755,68.409,2.658
3730.75,144.818,96.73,8.475,68.723,2.654
3730.875,145.757,99.202,8.205,68.987,2.642
3731,146.607,100.777,7.998,69.186,2.627
3731.125,147.066,100.817,7.922,69.317,2.615
3731.25,146.448,99.199,8.004,69.391,2.61
3731.375,144.781,96.347,8.219,69.441,2.611
3731.5,143.098,93.178,8.469,69.514,2.617
3731.625,142.571,90.976,8.604,69.654,2.628
3731.75,143.988,90.764,8.521,69.875,2.641
3731.875,146.851,93.187,8.153,70.163,2.654
3732,149.838,97.625,7.576,70.488,2.661
3732.125,151.695,102.997,6.892,70.815,2.66
3732.25,152.105,107.984,6.228,71.109,2.652
3732.375,151.618,111.874,5.677,71.322,2.642
3732.5,151.125,114.279,5.33,71.401,2.633
3732.625,150.645,115.105,5.234,71.307,2.628
3732.75,149.865,114.073,5.419,71.026,2.624
3732.875,148.29,110.791,5.878,70.571,2.618
3733,145.92,105.201,6.562,69.982,2.612
3733.125,142.762,98.428,7.329,69.339,2.607
3733.25,139.375,92.396,7.998,68.746,2.605
3733.375,136.8,89.021,8.418,68.294,2.605
3733.5,136.75,89.035,8.528,68.037,2.605
3733.625,140.018,91.81,8.386,67.967,2.604
3733.75,145.48,95.961,8.104,68.032,2.603
3733.875,149.861,100.203,7.777,68.156,2.609
3734,150.171,103.067,7.515,68.253,2.622
3734.125,146.284,103.917,7.373,68.247,2.636
3734.25,141.126,102.49,7.385,68.1,2.641
3734.375,138.201,99.561,7.549,67.827,2.635
3734.5,138.783,96.13,7.845,67.499,2.623
3734.625,142.116,93.082,8.263,67.205,2.614
3734.75,146.282,90.543,8.811,67.018,2.613
3734.875,149.904,88.478,9.431,66.961,2.619
3735,152.133,86.759,10.035,67.004,2.627
3735.125,153,85.615,10.512,67.085,2.632
3735.25,152.825,85.028,10.793,67.138,2.629
3735.375,152.046,84.39,10.952,67.107,2.619
3735.5,150.74,83.255,11.096,66.961,2.606
3735.625,149.125,81.589,11.344,66.695,2.591
3735.75,147.87,79.63,11.82,66.327,2.576
3735.875,147.555,77.758,12.48,65.904,2.566
3736,148.093,76.131,13.159,65.488,2.563
3736.125,148.807,74.836,13.631,65.135,2.568
3736.25,149.374,74.06,13.763,64.873,2.577
3736.375,150.026,74.036,13.57,64.687,2.585
3736.5,151.031,75.096,13.142,64.538,2.589
3736.625,151.945,77.168,12.586,64.393,2.592
3736.75,151.998,79.772,11.99,64.233,2.596
3736.875,151.04,82.271,11.416,64.062,2.602
3737,149.782,84.589,10.879,63.899,2.608
3737.125,148.9,87.24,10.328,63.77,2.611
3737.25,148.37,90.39,9.754,63.704,2.613
3737.375,147.682,93.627,9.174,63.716,2.618
3737.5,146.662,96.498,8.592,63.798,2.627
3737.625,145.717,98.668,8.08,63.926,2.636
3737.75,145.373,100.34,7.702,64.08,2.641
3737.875,145.693,101.6,7.545,64.249,2.638
3738,146.614,102.214,7.643,64.434,2.628
3738.125,148.052,101.924,7.955,64.63,2.618
3738.25,149.917,100.75,8.386,64.827,2.617
3738.375,152.226,98.686,8.887,65.017,2.626
3738.5,154.83,95.803,9.433,65.19,2.642
3738.625,157.236,92.4,9.982,65.33,2.655
3738.75,158.735,88.931,10.452,65.417,2.66
3738.875,158.582,85.968,10.77,65.445,2.654
3739,156.75,84.031,10.898,65.423,2.642
3739.125,154.091,83.183,10.878,65.365,2.631
3739.25,151.913,83.191,10.78,65.283,2.626
3739.375,151.147,83.757,10.656,65.182,2.627
3739.5,152.196,84.532,10.562,65.073,2.63
3739.625,154.537,85.58,10.521,64.99,2.636
3739.75,157.558,86.948,10.532,64.99,2.642
3739.875,160.409,88.63,10.562,65.129,2.649
3740,162.505,90.245,10.587,65.433,2.652
3740.125,163.201,91.184,10.619,65.863,2.647
3740.25,162.405,91.137,10.691,66.322,2.633
3740.375,160.601,90.395,10.808,66.683,2.614
3740.5,158.95,89.526,10.947,66.832,2.597
3740.625,158.163,88.944,11.075,66.697,2.588
3740.75,158.085,88.585,11.168,66.27,2.589
3740.875,157.66,88.218,11.19,65.616,2.598
3741,156.246,87.716,11.111,64.855,2.611
3741.125,153.885,87.025,10.956,64.118,2.623
3741.25,151.278,85.777,10.842,63.498,2.631
3741.375,149.186,83.726,10.91,63.036,2.638
3741.5,148.272,81.177,11.202,62.747,2.644
3741.625,148.797,78.513,11.703,62.645,2.649
3741.75,150.543,76.045,12.316,62.745,2.652
3741.875,152.879,73.798,12.97,63.068,2.651
3742,155.354,71.89,13.612,63.628,2.647
3742.125,157.694,70.806,14.169,64.404,2.642
3742.25,159.963,71.31,14.526,65.322,2.637
3742.375,161.82,73.653,14.599,66.267,2.632
3742.5,162.613,77.329,14.361,67.133,2.628
3742.625,161.778,81.612,13.822,67.856,2.625
3742.75,159.558,86.281,12.967,68.409,2.623
3742.875,156.793,91.07,11.881,68.767,2.625
3743,154.422,95.979,10.682,68.901,2.63
3743.125,152.687,100.55,9.554,68.79,2.64
3743.25,151.514,104.355,8.632,68.45,2.652
3743.375,150.767,107.365,7.929,67.946,2.664
3743.5,150.567,109.596,7.434,67.39,2.674
3743.625,150.913,110.865,7.19,66.903,2.68
3743.75,151.583,111.384,7.145,66.585,2.68
3743.875,152.25,111.375,7.233,66.479,2.677
3744,152.544,111.148,7.337,66.573,2.673
3744.125,152.404,110.723,7.381,66.814,2.669
3744.25,152.124,110.277,7.29,67.132,2.665
3744.375,152.302,110.358,7,67.446,2.659
3744.5,153.188,111.504,6.506,67.688,2.652
3744.625,154.532,113.617,5.912,67.828,2.646
3744.75,155.295,116.104,5.364,67.879,2.643
3744.875,154.689,118.168,4.969,67.829,2.643
3745,152.545,119.165,4.749,67.731,2.643
3745.125,149.802,118.752,4.702,67.638,2.643
3745.25,147.619,117.165,4.806,67.591,2.642
3745.375,146.732,114.957,5.077,67.592,2.64
3745.5,146.769,112.766,5.513,67.615,2.638
3745.625,147.072,110.857,6.061,67.638,2.638
3745.75,146.957,109.032,6.65,67.688,2.64
3745.875,146.584,107.22,7.206,67.774,2.646
3746,146.848,105.684,7.654,67.897,2.656
3746.125,148.503,104.256,7.994,68.056,2.663
3746.25,151.162,102.607,8.236,68.243,2.665
3746.375,153.351,100.517,8.372,68.452,2.661
3746.5,153.667,98.386,8.428,68.661,2.655
3746.625,152.084,96.97,8.435,68.87,2.651
3746.75,149.58,96.671,8.434,69.079,2.65
3746.875,147.151,97.033,8.477,69.266,2.653
3747,145.388,97.484,8.563,69.379,2.657
3747.125,144.722,97.719,8.643,69.379,2.662
3747.25,145.262,98.17,8.643,69.243,2.664
3747.375,146.986,99.136,8.535,68.96,2.66
3747.5,149.671,100.632,8.337,68.565,2.65
3747.625,152.936,102.124,8.088,68.107,2.637
3747.75,156.101,103.022,7.843,67.661,2.625
3747.875,157.886,102.765,7.677,67.247,2.618
3748,157.39,101.299,7.65,66.841,2.618
3748.125,154.521,98.436,7.842,66.456,2.622
3748.25,150.012,94.171,8.277,66.134,2.628
3748.375,145.004,89.087,8.867,65.868,2.631
3748.5,140.552,84.238,9.469,65.613,2.631
3748.625,137.477,80.709,9.952,65.291,2.626
3748.75,136.41,79.117,10.245,64.895,2.619
3748.875,137.375,79.17,10.365,64.5,2.612
3749,139.677,80.27,10.328,64.178,2.607
3749.125,142.447,81.965,10.146,63.992,2.609
3749.25,144.785,84.144,9.834,63.992,2.617
3749.375,146.44,86.816,9.444,64.201,2.628
3749.5,147.457,89.928,9.011,64.688,2.634
3749.625,147.994,93.091,8.57,65.421,2.633
3749.75,148.02,95.698,8.165,66.207,2.628
3749.875,147.763,97.369,7.86,66.908,2.621
3750,147.806,98.271,7.72,67.49,2.617
3750.125,148.664,98.55,7.791,68.052,2.616
3750.25,150.754,98.32,8.081,68.711,2.618
3750.375,153.7,97.354,8.577,69.425,2.619
3750.5,156.568,95.683,9.212,70.056,2.619
3750.625,158.376,93.614,9.979,70.561,2.617
3750.75,159.091,91.751,10.942,70.87,2.615
3750.875,160.282,90.645,12.05,70.956,2.614
3751,164.668,90.622,13.237,70.82,2.613
3751.125,172.85,91.577,14.327,70.36,2.609
3751.25,183.756,93.454,15.143,69.544,2.602
3751.375,195.029,95.849,15.636,68.582,2.594
3751.5,204.349,98.177,15.846,67.655,2.589
3751.625,210.228,99.551,15.8,66.831,2.587
3751.75,211.35,98.885,15.626,66.059,2.589
3751.875,207.403,95.697,15.46,65.247,2.593
3752,199.858,89.832,15.535,64.483,2.596
3752.125,191.357,81.899,16.007,63.895,2.599
3752.25,184.17,73.537,16.796,63.454,2.6
3752.375,179.145,66.374,17.667,63.109,2.6
3752.5,175.774,61.309,18.393,62.803,2.596
3752.625,174.168,58.571,18.888,62.544,2.589
3752.75,174.65,57.777,19.158,62.345,2.581
3752.875,177.345,58.73,19.214,62.245,2.573
3753,181.26,61.412,19.053,62.249,2.565
3753.125,185.209,64.941,18.795,62.335,2.558
3753.25,188.61,68.189,18.573,62.481,2.552
3753.375,191.595,70.033,18.571,62.69,2.546
3753.5,194.152,70.114,18.899,62.962,2.542
3753.625,195.901,68.763,19.527,63.295,2.538
3753.75,197.531,66.932,20.39,63.64,2.536
3753.875,200.269,65.595,21.587,63.962,2.538
3754,206.542,65.382,23.19,64.268,2.542
3754.125,219.675,66.769,25.528,64.55,2.549
3754.25,239.71,69.86,28.495,64.845,2.554
3754.375,265.42,75.324,31.679,65.224,2.554
3754.5,293.567,82.963,34.457,65.692,2.549
3754.625,318.866,90.984,36.327,66.167,2.539
3754.75,335.457,95.942,36.699,66.563,2.528
3754.875,335.462,94.73,35.185,66.782,2.517
3755,315.83,87.301,31.909,66.795,2.509
3755.125,279.859,76.518,27.657,66.59,2.505
3755.25,238.136,66.092,23.607,66.121,2.51
3755.375,202.031,58.762,20.7,65.381,2.524
3755.5,179.111,55.692,19.022,64.454,2.543
3755.625,168.773,56.179,18.09,63.454,2.561
3755.75,167.385,58.785,17.565,62.481,2.575
3755.875,167.253,61.741,16.905,61.594,2.583
3756,165.345,64.461,15.93,60.854,2.593
3756.125,160.275,66.952,14.522,60.276,2.607
3756.25,152.965,68.588,12.855,59.87,2.625
3756.375,145.135,68.611,11.354,59.603,2.644
3756.5,138.236,67.038,10.388,59.406,2.654
3756.625,132.938,65.221,9.959,59.247,2.65
3756.75,129.671,64.328,9.897,59.111,2.634
3756.875,128.19,64.601,9.917,58.987,2.611
3757,128.198,65.097,9.943,58.902,2.59
3757.125,129.316,65.239,9.958,58.851,2.58
3757.25,130.275,64.815,9.929,58.828,2.583
3757.375,130.111,64.075,9.833,58.805,2.599
3757.5,128.276,63.268,9.656,58.732,2.618
3757.625,125.203,62.607,9.414,58.596,2.632
3757.75,121.9,62.15,9.158,58.387,2.634
3757.875,119.375,61.879,8.953,58.105,2.626
3758,118.187,61.75,8.869,57.782,2.613
3758.125,118.473,61.8,8.943,57.46,2.601
3758.25,119.942,62.142,9.207,57.385,2.594
3758.375,122.131,63.096,9.682,57.671,2.59
3758.5,125.026,64.791,10.308,58.225,2.591
3758.625,129.337,67.262,10.999,58.803,2.597
3758.75,135.374,70.184,11.637,59.196,2.61
3758.875,142.548,72.894,12.094,59.322,2.625
3759,148.955,74.921,12.267,59.307,2.636
3759.125,152.683,76.289,12.122,59.172,2.638
3759.25,153.04,77.518,11.63,58.979,2.627
3759.375,150.75,79.289,10.898,58.807,2.61
3759.5,147.091,81.475,10.106,58.728,2.594
3759.625,143.79,83.135,9.476,58.77,2.584
3759.75,142.045,83.263,9.159,58.973,2.582
3759.875,142.264,81.757,9.173,59.295,2.584
3760,143.88,79.453,9.376,59.579,2.586
3760.125,145.839,77.425,9.632,59.62,2.588
3760.25,146.995,76.258,9.859,59.3,2.59
3760.375,146.106,75.903,10.007,58.691,2.592
3760.5,143.127,75.911,10.071,58.043,2.591
3760.625,138.75,75.877,10.047,57.559,2.588
3760.75,134.566,75.669,9.972,57.331,2.587
3760.875,131.773,75.603,9.884,57.305,2.59
3761,130.485,76.299,9.777,57.331,2.596
3761.125,130.052,78.103,9.604,57.247,2.603
3761.25,130.086,80.635,9.344,56.955,2.604
3761.375,130.293,83.227,8.973,56.463,2.597
3761.5,130.655,85.492,8.493,55.857,2.585
3761.625,130.923,87.229,7.964,55.219,2.573
3761.75,130.373,88.137,7.445,54.578,2.567
3761.875,128.486,87.031,7.028,53.936,2.567
3762,124.613,83.229,6.801,53.317,2.573
3762.125,119.019,76.951,6.778,52.825,2.58
3762.25,113.073,69.987,6.891,52.636,2.587
3762.375,108.281,64.864,6.994,52.929,2.595
3762.5,105.222,63.575,6.889,53.784,2.607
3762.625,103.75,66.065,6.517,55.093,2.626
3762.75,103.312,71.794,5.881,56.54,2.65
3762.875,104.281,79.442,5.066,57.718,2.674
